724536,724517,716926,725925,725350
729360,722453,715415,725000,722382
723059,721128,533920,722209,717936
726931,720954,722383,722496,4999
716957,727749,722646,724844,723141
725157,728661,722491,716722,722488
633305,722577,722794,0,0
